,date,time,tweet,processed_tweet,sentiment,basic_keywords
154,2023-02-24,,.@heybanco tqm 🫶 no solo es de los mejores bancos con su producto TDC o pagarés bancarios (inveir). Además sabe que ando de foráneo y me regalo dinerito en Amazon 😌con mi boleto dorado,heybanc tqm sol mejor banc product tdc pagar bancari inve adem sab ando forane regal dinerit amazon bolet dor,Positivo,"['heybanc', 'tqm', 'sol', 'mejor', 'banc', 'product', 'tdc', 'pagar', 'bancari', 'inve', 'adem', 'sab', 'ando', 'forane', 'regal', 'dinerit', 'amazon', 'bolet', 'dor']"
155,2023-02-24,,"Hola buen día, Al solicitar una tarjeta con diseño nuevo tengo que utilizarla?Recién esta por llegarme la metálica, sin embargo me atraen mucho los diseños como coleccionable… y no quisiera pedir una y perder la metal🤔",hol buen dia solicit tarjet disen nuev utilizarlareci lleg metal embarg atra disen coleccion quis ped perd metal,Neutral,"['hol', 'buen', 'dia', 'solicit', 'tarjet', 'disen', 'nuev', 'utilizarlareci', 'lleg', 'metal', 'embarg', 'atra', 'disen', 'coleccion', 'quis', 'ped', 'perd', 'metal']"
156,2023-02-25,,"Gracias, hasta ahorita los amo 💙",graci ahorit amo,Neutral,"['graci', 'ahorit', 'amo']"
157,2023-02-26,,Gracias bro,graci bro,Neutral,"['graci', 'bro']"
158,2023-02-26,,"Gracias, ya lo envié.",graci envi,Neutral,"['graci', 'envi']"
159,2023-02-26,,"Gracias por responder, quedo en espera de la solución al problema.",graci respond qued esper solucion problem,Negativo,"['graci', 'respond', 'qued', 'esper', 'solucion', 'problem']"
160,2023-02-26,,yo hice varias transferencias hace rato y todo bien,hic vari transferent hac rat bien,Neutral,"['hic', 'vari', 'transferent', 'hac', 'rat', 'bien']"
161,2023-02-26,,A veces sólo es cuestión de limpiar el chip antes de pasarla! Así he solucionado el inconveniente,vec sol cuestion limpi chip pas asi solucion inconvenient,Negativo,"['vec', 'sol', 'cuestion', 'limpi', 'chip', 'pas', 'asi', 'solucion', 'inconvenient']"
162,2023-02-26,,Estoy muy contesta de compairles esta colaboración que hice con Hey Banco,contest comp colabor hic hey banc,Neutral,"['contest', 'comp', 'colabor', 'hic', 'hey', 'banc']"
163,2023-02-26,,"Ah ya, gracias, mencionas lo evidente sin nada de relevancia, excelente comentario.",ah graci mencion evident relev excelent comentari,Neutral,"['ah', 'graci', 'mencion', 'evident', 'relev', 'excelent', 'comentari']"
164,2023-02-26,,“Agradecemos tu comprensión” jaja increíble,agradec comprension jaj increibl,Neutral,"['agradec', 'comprension', 'jaj', 'increibl']"
165,2023-02-26,,Es correcto. De BBVA a BBVA sin problemas. Ya en Hey avisaron que hasta las 7 aproximadamente.,correct bbva bbva problem hey avis aproxim,Negativo,"['correct', 'bbva', 'bbva', 'problem', 'hey', 'avis', 'aproxim']"
166,2023-02-27,,Gracias ya les respondí,graci respondi,Neutral,"['graci', 'respondi']"
167,2023-02-27,,Listo!! Gracias,list graci,Neutral,"['list', 'graci']"
168,2023-02-27,,Perfecto! Gracias ☺️,perfect graci,Positivo,"['perfect', 'graci']"
169,2023-02-27,,Pero que tremenda sabiduría 👏 me quede anonadado con este mensaje yo creía que la cantidad que ponía de garantía se utilizaba para los niños sin alimento o para los indigentes y que con eso ya después te entregaban una tarjeta de crédito 💳 😱 que tremenda explicación,tremend sabiduri qued anonad mensaj crei cantid poni garanti utiliz nin aliment indigent despu entreg tarjet credit tremend explic,Positivo,"['tremend', 'sabiduri', 'qued', 'anonad', 'mensaj', 'crei', 'cantid', 'poni', 'garanti', 'utiliz', 'nin', 'aliment', 'indigent', 'despu', 'entreg', 'tarjet', 'credit', 'tremend', 'explic']"
170,2023-02-27,,Esta padrisima la tarjeta!!,padrisim tarjet,Neutral,"['padrisim', 'tarjet']"
171,2023-02-27,,"Está muy bonito, me hace considerar adquirir la tarjeta",bonit hac consider adquir tarjet,Neutral,"['bonit', 'hac', 'consider', 'adquir', 'tarjet']"
172,2023-02-27,,Gracias. Ya le mande todos mis datos de mi tarjeta.,graci mand dat tarjet,Neutral,"['graci', 'mand', 'dat', 'tarjet']"
173,2023-02-27,,"Sí, sin problema:D",si problem,Negativo,"['si', 'problem']"
174,2023-02-27,,"No es problema de ,es ellos son los que tienen la falla. Dalay.",problem fall dalay,Negativo,"['problem', 'fall', 'dalay']"
175,2023-02-27,,"Pf…. Sigues con Intermitencias… y solo Hey Banco, BBVA sin problema.",pf sig intermitent sol hey banc bbva problem,Negativo,"['pf', 'sig', 'intermitent', 'sol', 'hey', 'banc', 'bbva', 'problem']"
176,2023-02-27,,"La primera no había sido la de chichen itza ?Estoy esperando esa, pero este modelo está bonito también.",primer habi sid chich itza esper model bonit tambi,Neutral,"['primer', 'habi', 'sid', 'chich', 'itza', 'esper', 'model', 'bonit', 'tambi']"
177,2023-02-27,,"Tengo BBVA y Bancoppel, las dos trabajan a la perfección.",bbva bancoppel dos trabaj perfeccion,Neutral,"['bbva', 'bancoppel', 'dos', 'trabaj', 'perfeccion']"
178,2023-02-27,,Entiendo le agradezco el comentario y como sugerencia me gustaría recibir una notificación correo o texto de que el servicio no estará disponible para no caer en esta situación ya que me sirve de mucha utilidad la tarjeta y me gustaría seguir con ustedes.,entiend agradezc comentari sugerent gustari recib notif corre text servici estar dispon caer situacion sirv much util tarjet gustari segu usted,Neutral,"['entiend', 'agradezc', 'comentari', 'sugerent', 'gustari', 'recib', 'notif', 'corre', 'text', 'servici', 'estar', 'dispon', 'caer', 'situacion', 'sirv', 'much', 'util', 'tarjet', 'gustari', 'segu', 'usted']"
179,2023-02-27,,Que bien! 👍🏼,bien,Neutral,['bien']
180,2023-02-28,,"Me siento poderosa !!! Gracias , estoy muy contenta !!!!🐝✨👑",sient poder graci content,Neutral,"['sient', 'poder', 'graci', 'content']"
181,2023-02-28,,Esta bien,bien,Neutral,['bien']
182,2023-02-28,,"Yo la tengo y es una maravilla, Servicio eficiente y la app de primera. ¡¡¡Altamente recomendable!!!!!",maravill servici eficient app primer alt recomend,Neutral,"['maravill', 'servici', 'eficient', 'app', 'primer', 'alt', 'recomend']"
183,2023-02-28,,"Ay no, yo ya tengo la mia y ese diseño esta super cool !!!",ay mia disen sup cool,Neutral,"['ay', 'mia', 'disen', 'sup', 'cool']"
184,2023-03-01,,"Animense, ya casi un año con la tarjeta de credito heygarantizada y sin problemas, incluyendo en el extranjero",animens casi ano tarjet credit heygarantiz problem inclu extranjer,Neutral,"['animens', 'casi', 'ano', 'tarjet', 'credit', 'heygarantiz', 'problem', 'inclu', 'extranjer']"
185,2023-03-02,,"Gracias, según recuerdo esto ya lo había hecho el día que la fuí a activar pero volveré a hacerlo tanto para la TDD cómo la TDC, gracias:)",graci segun recuerd habi hech dia activ volver hac tdd tdc graci,Neutral,"['graci', 'segun', 'recuerd', 'habi', 'hech', 'dia', 'activ', 'volver', 'hac', 'tdd', 'tdc', 'graci']"
186,2023-03-02,,Mucho exito! heybanco,exit heybanc,Neutral,"['exit', 'heybanc']"
187,2023-03-02,,. recomendadísimas 👌(pd. YoTePresto y 100Ladrillos HechoEnJalisco),recomendadisim pd yoteprest ladrill hechoenjalisc,Neutral,"['recomendadisim', 'pd', 'yoteprest', 'ladrill', 'hechoenjalisc']"
188,2023-03-03,,"Hola muchas gracias por su respuesta en DM👌, con lo que me indicaron ya logre hacer el movimiento que requeria",hol much graci respuest dm indic logr hac movimient requeri,Neutral,"['hol', 'much', 'graci', 'respuest', 'dm', 'indic', 'logr', 'hac', 'movimient', 'requeri']"
189,2023-03-03,,¡Manifiesto!✨️ Hoy fui y salí enmoradísima. Me subí y así casi que me voy a dar una vuelta ¡Hermosisimo el carro! ¡Háganme la buena!❤️‍🔥🙏💕,manifiest hoy sali enmoradisim subi asi casi voy dar vuelt hermosisim carr haganm buen,Neutral,"['manifiest', 'hoy', 'sali', 'enmoradisim', 'subi', 'asi', 'casi', 'voy', 'dar', 'vuelt', 'hermosisim', 'carr', 'haganm', 'buen']"
190,2023-03-03,,"Se resolvió con la actualización de la app, gracias. También me sirvió el DM 👌🏼",resolvi actualiz app graci tambi sirvi dm,Neutral,"['resolvi', 'actualiz', 'app', 'graci', 'tambi', 'sirvi', 'dm']"
191,2023-03-03,,Ustedes son mi banco y la verdad lo estan haciendo muy bien!,usted banc verd estan hac bien,Neutral,"['usted', 'banc', 'verd', 'estan', 'hac', 'bien']"
192,2023-03-03,,Definitivamente👆🏽,definit,Neutral,['definit']
193,2023-03-04,,Gracias por secuestrar la plata en Ahorro 🤦‍♂️Bitcoin fixes this... literalmente eso me salva 🙄,graci secuestr plat ahorr bitcoin fix this literal salv,Neutral,"['graci', 'secuestr', 'plat', 'ahorr', 'bitcoin', 'fix', 'this', 'literal', 'salv']"
194,2023-03-04,,Gracias la transferencia fue aplicada al día siguiente,graci transferent aplic dia siguient,Neutral,"['graci', 'transferent', 'aplic', 'dia', 'siguient']"
195,2023-03-06,,"Gracias, ya lo resolví jajaja, me equivoqué",graci resolvi jajaj equivoqu,Neutral,"['graci', 'resolvi', 'jajaj', 'equivoqu']"
196,2023-03-06,,Quedó aclarado el tema. Gracias.,qued aclar tem graci,Neutral,"['qued', 'aclar', 'tem', 'graci']"
197,2023-03-07,,Bank run!!!,bank run,Neutral,"['bank', 'run']"
198,2023-03-07,,Les respondí por privado. Saludos!,respondi priv salud,Neutral,"['respondi', 'priv', 'salud']"
199,2023-03-07,,eso es bueno saberlo,buen sab,Neutral,"['buen', 'sab']"
200,2023-03-08,,Gracias por la información 🙏,graci inform,Neutral,"['graci', 'inform']"
201,2023-03-08,,Gracias!,graci,Neutral,['graci']
202,2023-03-08,,Listo!!!,list,Neutral,['list']
203,2023-03-08,,"Así te da la bienvenida a tu tarjeta de Metal, aún sin beneficios adicionales 🫠",asi da bienven tarjet metal aun benefici adicional,Neutral,"['asi', 'da', 'bienven', 'tarjet', 'metal', 'aun', 'benefici', 'adicional']"
204,2023-03-08,,"Se cayó la app de todo ha sido una buena experiencia con ustedes, no me fallen cuando se les necesita",cay app sid buen experient usted fall necesit,Neutral,"['cay', 'app', 'sid', 'buen', 'experient', 'usted', 'fall', 'necesit']"
205,2023-03-08,,La verdad es menos tedioso el proceso de hablar con alguien en me agrada mucho la experiencia.,verd men tedios proces habl algui agrad experient,Neutral,"['verd', 'men', 'tedios', 'proces', 'habl', 'algui', 'agrad', 'experient']"
206,2023-03-09,,"Gracias, ya les contesté",graci contest,Neutral,"['graci', 'contest']"
207,2023-03-09,,ayuda!!!,ayud,Neutral,['ayud']
208,2023-03-09,,"Si gracias, les volví a contestar hace un par de horas",si graci volvi contest hac par hor,Neutral,"['si', 'graci', 'volvi', 'contest', 'hac', 'par', 'hor']"
209,2023-03-09,,"Fue más rápido marcar, tuve que hacer una caa de hechos en donde ponía los datos que quería cambiar y ya lo hicieron, por fin pude instalar el Token. el chico que me atendió súper bueno y amable! Se llama Christhian Hernández ❤️",mas rap marc hac caa hech poni dat queri cambi hic fin pud instal tok chic atendi sup buen amabl llam christhi hernandez,Positivo,"['mas', 'rap', 'marc', 'hac', 'caa', 'hech', 'poni', 'dat', 'queri', 'cambi', 'hic', 'fin', 'pud', 'instal', 'tok', 'chic', 'atendi', 'sup', 'buen', 'amabl', 'llam', 'christhi', 'hernandez']"
210,2023-03-10,,"me avisan si van a la quiebra, para sacar mi dinero de inversión a 7 días porfas y muchas gracias de antemano los amo ✨❤️‍🔥",avis si van quiebr sac diner inversion dias porf much graci anteman amo,Neutral,"['avis', 'si', 'van', 'quiebr', 'sac', 'diner', 'inversion', 'dias', 'porf', 'much', 'graci', 'anteman', 'amo']"
211,2023-03-11,,"Yeah, son los mejores a pesar del veto",yeah mejor pes vet,Positivo,"['yeah', 'mejor', 'pes', 'vet']"
212,2023-03-12,,Muchas gracias!,much graci,Neutral,"['much', 'graci']"
213,2023-03-12,,"solucionado, muchas gracias 🫶🏼",solucion much graci,Neutral,"['solucion', 'much', 'graci']"
214,2023-03-12,,Ya se puede,pued,Neutral,['pued']
215,2023-03-13,,Gracias!,graci,Neutral,['graci']
216,2023-03-13,,Gracias :),graci,Neutral,['graci']
217,2023-03-13,,"Me siguen hablando en horario laboral.El que su personal de DHL descuide su trabajo, no significa que yo tenga que descuidar el mío.Si me van a hablar, que sea después de las 15 hrs o 3 pm.Agradezco que ésta vez si lean mi horario y me hablen cuando puedo atender el teléfono.",sig habl horari laboralel personal dhl descuid trabaj signif descuid miosi van habl despu hrs pmagradezc vez si lean horari habl pued atend telefon,Neutral,"['sig', 'habl', 'horari', 'laboralel', 'personal', 'dhl', 'descuid', 'trabaj', 'signif', 'descuid', 'miosi', 'van', 'habl', 'despu', 'hrs', 'pmagradezc', 'vez', 'si', 'lean', 'horari', 'habl', 'pued', 'atend', 'telefon']"
218,2023-03-13,,Exacto puntos lealtad que solo se cambian en su tiendaPor lo menos en Santander si tienda tenía tecnología y aículos para el hogar Mejor que lo cambien por más cashback,exact punt lealt sol cambi tiendapor men santand si tiend teni tecnologi aicul hog mejor cambi mas cashback,Neutral,"['exact', 'punt', 'lealt', 'sol', 'cambi', 'tiendapor', 'men', 'santand', 'si', 'tiend', 'teni', 'tecnologi', 'aicul', 'hog', 'mejor', 'cambi', 'mas', 'cashback']"
219,2023-03-13,,Verdaderamente el mejor banco que hay 💖✨ los tqm mucho 🤠,verdader mejor banc tqm,Neutral,"['verdader', 'mejor', 'banc', 'tqm']"
220,2023-03-13,,"Bueno, es que yo si pude ya.",buen si pud,Neutral,"['buen', 'si', 'pud']"
221,2023-03-13,,Excelente!!,excelent,Neutral,['excelent']
222,2023-03-13,,Excelente,excelent,Neutral,['excelent']
223,2023-03-13,,Muy bien excelente,bien excelent,Neutral,"['bien', 'excelent']"
224,2023-03-13,,"Me gane un mes de Spotify y no soy usuario 😄, mejor que me cambien mi tarjeta, me gusta más la blanca del negocio. 😁",gan mes spotify usuari mejor cambi tarjet gust mas blanc negoci,Neutral,"['gan', 'mes', 'spotify', 'usuari', 'mejor', 'cambi', 'tarjet', 'gust', 'mas', 'blanc', 'negoci']"
225,2023-03-13,,es excelente! Yo eh trabajo varios años con ellos y todo perfecto,excelent eh trabaj vari anos perfect,Positivo,"['excelent', 'eh', 'trabaj', 'vari', 'anos', 'perfect']"
226,2023-03-14,,Super! Ojalá que esto pueda ser corregido en la app entonces. Apareció así hace unos días de repente. Gracias!Cc.,sup ojal pued ser correg app entonc apareci asi hac dias repent graciascc,Neutral,"['sup', 'ojal', 'pued', 'ser', 'correg', 'app', 'entonc', 'apareci', 'asi', 'hac', 'dias', 'repent', 'graciascc']"
227,2023-03-14,,Wooow que emoción,wooow emocion,Neutral,"['wooow', 'emocion']"
228,2023-03-14,,🥳 Nunca me gano nada.Pero hoy empeze bien mi día 👍🏻,nunc gan nadaper hoy empez bien dia,Neutral,"['nunc', 'gan', 'nadaper', 'hoy', 'empez', 'bien', 'dia']"
229,2023-03-14,,Exito🏳️‍🌈🏳️‍🌈,exit,Neutral,['exit']
230,2023-03-15,,"Ya les contesté, gracias",contest graci,Neutral,"['contest', 'graci']"
231,2023-03-15,,Listos !!!!!!!!,list,Neutral,['list']
232,2023-03-15,,"Gracias ya los conocí, los use, y hoy los dejo, definitivamente no son lo mio, pero si los recomiendo! 👍 Bancos fintech mexicano",graci conoci use hoy dej definit mio si recom banc fintech mexican,Neutral,"['graci', 'conoci', 'use', 'hoy', 'dej', 'definit', 'mio', 'si', 'recom', 'banc', 'fintech', 'mexican']"
233,2023-03-15,,"Cámbiate a HeyBanco, hasta el momento es la mejor que he probado. Te dan 2% de todo lo que gastas, y es dinero gratis si eres como yo que siempre paga a tiempo y nunca paga intereses.",cambiat heybanc moment mejor prob dan gast diner gratis si siempr pag tiemp nunc pag interes,Positivo,"['cambiat', 'heybanc', 'moment', 'mejor', 'prob', 'dan', 'gast', 'diner', 'gratis', 'si', 'siempr', 'pag', 'tiemp', 'nunc', 'pag', 'interes']"
234,2023-03-15,,Wwwooowww que maravilla felicidades y por supuesto que ahí estaré para disfrutar de mi Chica Dorada,wwwooowww maravill felic supuest ahi estar disfrut chic dor,Positivo,"['wwwooowww', 'maravill', 'felic', 'supuest', 'ahi', 'estar', 'disfrut', 'chic', 'dor']"
235,2023-03-15,,En verdad les agradezco ya que no tengo la tarjeta de débito y la necesito,verd agradezc tarjet debit necesit,Neutral,"['verd', 'agradezc', 'tarjet', 'debit', 'necesit']"
236,2023-03-16,,Muchas gracias por la información ahí nos vemos el 3 de Junio,much graci inform ahi vem juni,Neutral,"['much', 'graci', 'inform', 'ahi', 'vem', 'juni']"
237,2023-03-16,,Pues bueno... xd,pues buen xd,Positivo,"['pues', 'buen', 'xd']"
238,2023-03-16,,Es una DJ increíble,dj increibl,Neutral,"['dj', 'increibl']"
239,2023-03-16,,Muchas graciasQuedo en esperaSaludos.,much graciasqued esperasalud,Neutral,"['much', 'graciasqued', 'esperasalud']"
240,2023-03-16,,Un festival 100% tercermundista. ¡Felicidades!,festival tercermund felic,Positivo,"['festival', 'tercermund', 'felic']"
241,2023-03-16,,La Supermana hermosa 💕,superman hermos,Neutral,"['superman', 'hermos']"
242,2023-03-17,,Gracias por el seguimiento!,graci seguimient,Neutral,"['graci', 'seguimient']"
243,2023-03-17,,mi primera tdc 💳💓 thx,primer tdc thx,Positivo,"['primer', 'tdc', 'thx']"
244,2023-03-17,,Gracias por su respuesta,graci respuest,Neutral,"['graci', 'respuest']"
245,2023-03-17,,"Gracias, espero su pronta respuesta de agradecimiento",graci esper pront respuest agradec,Neutral,"['graci', 'esper', 'pront', 'respuest', 'agradec']"
246,2023-03-17,,Estoy sorprendido como permite que se organicen esas cosas. 🤮,sorprend permit organic cos,Neutral,"['sorprend', 'permit', 'organic', 'cos']"
247,2023-03-18,,"Gracias, como siempre super buena y rápida, la atención de su pae.",graci siempr sup buen rap atencion pae,Neutral,"['graci', 'siempr', 'sup', 'buen', 'rap', 'atencion', 'pae']"
248,2023-03-19,,Muchas gracias :),much graci,Neutral,"['much', 'graci']"
249,2023-03-21,,"Hola Quiero decirles que muchas gracias por el seguimiento a mi problema sobre el Token, ya quedo resuelto Muy buena atención, al final no fue problema de pae suya sino de mi operadora Saludos.",hol quier dec much graci seguimient problem tok qued resuelt buen atencion final problem pae sin oper salud,Negativo,"['hol', 'quier', 'dec', 'much', 'graci', 'seguimient', 'problem', 'tok', 'qued', 'resuelt', 'buen', 'atencion', 'final', 'problem', 'pae', 'sin', 'oper', 'salud']"
250,2023-03-22,,Gracias,graci,Neutral,['graci']
251,2023-03-22,,Hey ya no nos hagan sufrir más a los de la dinámica de tikitoki jajaja 😭💖,hey hag sufr mas dinam tikitoki jajaj,Neutral,"['hey', 'hag', 'sufr', 'mas', 'dinam', 'tikitoki', 'jajaj']"
252,2023-03-23,,Que tal buen dia. Necesito ayuda.,tal buen dia necesit ayud,Neutral,"['tal', 'buen', 'dia', 'necesit', 'ayud']"
253,2023-03-23,,"Excelente servicio en atención a clientes 🫶🏻, nunca cambien! ❤️",excelent servici atencion client nunc cambi,Neutral,"['excelent', 'servici', 'atencion', 'client', 'nunc', 'cambi']"
254,2023-03-23,,OJITO ahí con las dinámicas de el día de hoy gane una dinámica para un abono del pal noe en donde me etiqueta…,ojit ahi dinam dia hoy gan dinam abon pal noe etiquet,Neutral,"['ojit', 'ahi', 'dinam', 'dia', 'hoy', 'gan', 'dinam', 'abon', 'pal', 'noe', 'etiquet']"
255,2023-03-24,,Saludos bro. Gracias por ver los vídeos.,salud bro graci ver vide,Neutral,"['salud', 'bro', 'graci', 'ver', 'vide']"
256,2023-03-24,,Gracias!,graci,Neutral,['graci']
257,2023-03-24,,"Gracias, tocayo. Soy tu fan. ;)",graci tocay fan,Positivo,"['graci', 'tocay', 'fan']"
258,2023-03-24,,¡Hola! Permíteme conocer más de tu caso vía mensaje privado para poder dae la atención necesaria y rápida. ¡Saludos!,hol permitem conoc mas cas via mensaj priv pod dae atencion necesari rap salud,Neutral,"['hol', 'permitem', 'conoc', 'mas', 'cas', 'via', 'mensaj', 'priv', 'pod', 'dae', 'atencion', 'necesari', 'rap', 'salud']"
259,2023-03-24,,OJITO ahí con las dinámicas de el día de hoy gane una dinámica para un abono del pal noe en donde me etiqueta…,ojit ahi dinam dia hoy gan dinam abon pal noe etiquet,Neutral,"['ojit', 'ahi', 'dinam', 'dia', 'hoy', 'gan', 'dinam', 'abon', 'pal', 'noe', 'etiquet']"
260,2023-03-24,,o fácil,facil,Neutral,['facil']
261,2023-03-25,,Gracias,graci,Neutral,['graci']
262,2023-03-25,,"Hola! Ntp después de otros intentos me pudieron asistir, gracias!",hol ntp despu intent pud asist graci,Neutral,"['hol', 'ntp', 'despu', 'intent', 'pud', 'asist', 'graci']"
263,2023-03-26,,Si la anualidad es de $999. Si juntas $100k estas libre de la anualidad. Mucho mejor que ese pedazo de metal VISA Standard,si anual si junt k libr anual mejor pedaz metal vis standard,Neutral,"['si', 'anual', 'si', 'junt', 'k', 'libr', 'anual', 'mejor', 'pedaz', 'metal', 'vis', 'standard']"
264,2023-03-26,,"exacto, todas son duales",exact tod dual,Neutral,"['exact', 'tod', 'dual']"
265,2023-03-26,,Por eso Fondeadora Metal es World Elite;),fondeador metal world elit,Neutral,"['fondeador', 'metal', 'world', 'elit']"
266,2023-03-28,,Ok gracias,ok graci,Positivo,"['ok', 'graci']"
267,2023-03-28,,"Gracias a Dios, JAJAJA.",graci dios jajaj,Neutral,"['graci', 'dios', 'jajaj']"
268,2023-03-28,,igual a mi con amazon.,igual amazon,Positivo,"['igual', 'amazon']"
269,2023-03-28,,This is the oppounity of a lifetime! Gotta watch this web3 developer's MEV strategy video and learn how to make some serious cash with crypto.,this is the oppounity of lifetim got ta watch this web developers mev strategy vide and learn how to mak som serious cash with crypto,Negativo,"['this', 'is', 'the', 'oppounity', 'of', 'lifetim', 'got', 'ta', 'watch', 'this', 'web', 'developers', 'mev', 'strategy', 'vide', 'and', 'learn', 'how', 'to', 'mak', 'som', 'serious', 'cash', 'with', 'crypto']"
270,2023-03-28,,"Ese hombre merece que le mandes además de tan grata felicitación una foto especial, única y sin censura autografiada x la Diosa de TW.",hombr merec mand adem tan grat felicit fot especial unic censur autografi x dios tw,Neutral,"['hombr', 'merec', 'mand', 'adem', 'tan', 'grat', 'felicit', 'fot', 'especial', 'unic', 'censur', 'autografi', 'x', 'dios', 'tw']"
271,2023-03-28,,Que Dios le pague con muchos hijos.,dios pag hij,Neutral,"['dios', 'pag', 'hij']"
272,2023-03-28,,Mándamela a mi!! Yo se la hago llegar !! Jajaja. Chido que te resolvió !,mandamel hag lleg jajaj chid resolvi,Neutral,"['mandamel', 'hag', 'lleg', 'jajaj', 'chid', 'resolvi']"
273,2023-03-28,,Le mando un beso tronado y apretón de nalga a Ángel Argüello de que en dos horas me resolvió un asunto que llevaba 59 días estancado. Agradecida con el de abajo 🥺,mand bes tron apreton nalg angel arguell dos hor resolvi asunt llev dias estanc agradec abaj,Neutral,"['mand', 'bes', 'tron', 'apreton', 'nalg', 'angel', 'arguell', 'dos', 'hor', 'resolvi', 'asunt', 'llev', 'dias', 'estanc', 'agradec', 'abaj']"
274,2023-03-29,,"No te había dicho que conozco a Angel, pero es muy tímido, si gustas yo le hago llegar el presente",habi dich conozc angel tim si gust hag lleg present,Neutral,"['habi', 'dich', 'conozc', 'angel', 'tim', 'si', 'gust', 'hag', 'lleg', 'present']"
275,2023-03-29,,"Gracias, ya recibí el código 👍",graci recibi codig,Neutral,"['graci', 'recibi', 'codig']"
276,2023-03-29,,Ser agradecida. Y si es con el de abajo mejor...,ser agradec si abaj mejor,Neutral,"['ser', 'agradec', 'si', 'abaj', 'mejor']"
277,2023-03-29,,"también agradezco mucho a las personas que han querido hacer donaciones para el vestuario, sin duda lo agradezco y aprecio enormemente; si ustedes gustan donar algo pueden hacerlo a la clabe 058597000024431851 en HeyBanco a nombre de Noris Vargas G. (Sin embargo también pueden",tambi agradezc person quer hac donacion vestuari dud agradezc apreci enorm si usted gust don pued hac clab heybanc nombr noris varg g embarg tambi pued,Negativo,"['tambi', 'agradezc', 'person', 'quer', 'hac', 'donacion', 'vestuari', 'dud', 'agradezc', 'apreci', 'enorm', 'si', 'usted', 'gust', 'don', 'pued', 'hac', 'clab', 'heybanc', 'nombr', 'noris', 'varg', 'g', 'embarg', 'tambi', 'pued']"
278,2023-03-29,,Jajaja muy bien!,jajaj bien,Neutral,"['jajaj', 'bien']"
279,2023-03-29,,OJITO ahí con las dinámicas de el día de hoy gane una dinámica para un abono del pal noe en donde me etiqueta…,ojit ahi dinam dia hoy gan dinam abon pal noe etiquet,Neutral,"['ojit', 'ahi', 'dinam', 'dia', 'hoy', 'gan', 'dinam', 'abon', 'pal', 'noe', 'etiquet']"
280,2023-03-29,,Amigues por primera vez en mi vida gane una dinámica JAJAJAJAJA Gracias no gane el pastel pero si esta dinámica ✨,amig primer vez vid gan dinam jajajajaj graci gan pastel si dinam,Neutral,"['amig', 'primer', 'vez', 'vid', 'gan', 'dinam', 'jajajajaj', 'graci', 'gan', 'pastel', 'si', 'dinam']"
281,2023-03-30,,Teniendo tantas juntas de Cashback y viendo los beneficios me dan ganas de sacar mis tarjetas de &amp;,tant junt cashback viend benefici dan gan sac tarjet amp,Neutral,"['tant', 'junt', 'cashback', 'viend', 'benefici', 'dan', 'gan', 'sac', 'tarjet', 'amp']"
282,2023-03-30,,"también agradezco mucho a las personas que han querido hacer donaciones para el vestuario, sin duda lo agradezco y aprecio…",tambi agradezc person quer hac donacion vestuari dud agradezc apreci,Negativo,"['tambi', 'agradezc', 'person', 'quer', 'hac', 'donacion', 'vestuari', 'dud', 'agradezc', 'apreci']"
283,2023-03-31,,"Gracias, supongo que es así por semana santa, correcto? Saludos!",graci supong asi seman sant correct salud,Neutral,"['graci', 'supong', 'asi', 'seman', 'sant', 'correct', 'salud']"
284,2023-03-31,,"Gracias, estaré pendiente a qué me responda",graci estar pendient respond,Neutral,"['graci', 'estar', 'pendient', 'respond']"
285,2023-03-31,,"Es que hay un secreto para que te contesten rápido, te lo cuento cuando estemos bebiendo y no, ojalá me paguen, me resuelven súper rápido.",secret contest rap cuent beb ojal pag resuelv sup rap,Neutral,"['secret', 'contest', 'rap', 'cuent', 'beb', 'ojal', 'pag', 'resuelv', 'sup', 'rap']"
286,2023-04-01,,Muchas gracias!,much graci,Neutral,"['much', 'graci']"
287,2023-04-01,,Muchas gracias ya me comuniqué y me dieron folio de seguimiento respecto a mi situación y estoy en espera que me revuelva lo antes posible!,much graci comuniqu dieron foli seguimient respect situacion esper revuelv posibl,Positivo,"['much', 'graci', 'comuniqu', 'dieron', 'foli', 'seguimient', 'respect', 'situacion', 'esper', 'revuelv', 'posibl']"
288,2023-04-03,,Gracias a Tamos readys en PalNoe 🦁,graci tam readys palno,Neutral,"['graci', 'tam', 'readys', 'palno']"
289,2023-04-03,,"Bueno, intento más tarde, muchas gracias, Maite!! Un gusto saludae☺️",buen intent mas tard much graci mait gust saluda,Negativo,"['buen', 'intent', 'mas', 'tard', 'much', 'graci', 'mait', 'gust', 'saluda']"
290,2023-04-03,,"Habla al número que está en la tarjeta, yo lo hice así y no tuve ningún problema en españa ;)",habl numer tarjet hic asi ningun problem espan,Negativo,"['habl', 'numer', 'tarjet', 'hic', 'asi', 'ningun', 'problem', 'espan']"
291,2023-04-03,,This web3 developer's MEV strategy is a game-changer. He's making over 5 ETH per week and you need to learn how!,this web developers mev strategy is gamechang hes making over eth per week and you need to learn how,Neutral,"['this', 'web', 'developers', 'mev', 'strategy', 'is', 'gamechang', 'hes', 'making', 'over', 'eth', 'per', 'week', 'and', 'you', 'need', 'to', 'learn', 'how']"
